year,parcel_id,season,crop,area_da,water_m3_calib_gross,profit_tl,village,district,parcel_type
2024,P150,primary,ERİK,30.0,23490.6,270000.0,Kemerhisar,Bor,orchard
2024,P151,primary,KAYSI,356.0,284995.8,3382000.0,Kemerhisar,Bor,orchard
2024,P152,primary,KİRAZ,15.0,12158.25,172500.0,Kemerhisar,Bor,orchard
2024,P153,primary,NEKTAR,16.0,13567.84,160000.0,Kemerhisar,Bor,orchard
2024,P154,primary,ŞEFTALİ,8.0,6783.92,78400.0,Kemerhisar,Bor,orchard
2024,P155,primary,BADEM,43.0,28303.03,387000.0,Kemerhisar,Bor,orchard
2024,P156,primary,CEVİZ,597.0,485366.97,5970000.0,Kemerhisar,Bor,orchard
2024,P157,primary,ARPA (Dane),507.5,261540.125,1319500.0,Kaynarca,Bor,field
2024,P157,secondary,YONCA (YEŞİLOT),217.5,242453.775,1413750.0,Kaynarca,Bor,field
2024,P158,primary,BUĞDAY (Dane),614.6,376608.442,1651452.9402,Kaynarca,Bor,field
2024,P158,secondary,YONCA (YEŞİLOT),263.4,293619.882,1712100.0,Kaynarca,Bor,field
2024,P159,primary,PATATES,17.5,15566.25,40617.7975,Kaynarca,Bor,field
2024,P159,secondary,YONCA (YEŞİLOT),7.5,8360.475,48750.0,Kaynarca,Bor,field
2024,P160,primary,SORGUM,10.5,10227.42,39900.0,Kaynarca,Bor,field
2024,P160,secondary,YONCA (YEŞİLOT),4.5,5016.285,29250.0,Kaynarca,Bor,field
2024,P161,primary,SİLAJLIK MISIR,21.0,17556.21,130200.0,Kaynarca,Bor,field
2024,P161,secondary,YONCA (YEŞİLOT),9.0,10032.57,58500.0,Kaynarca,Bor,field
2024,P162,primary,YONCA (YEŞİLOT),101.5,113145.095,659750.0,Kaynarca,Bor,field
2024,P162,secondary,SİLAJLIK MISIR,43.5,36366.435,269700.0,Kaynarca,Bor,field
2024,P163,primary,ÇAVDAR (YEŞİLOT),21.0,9609.81,81900.0,Kaynarca,Bor,field
2024,P163,secondary,YONCA (YEŞİLOT),9.0,10032.57,58500.0,Kaynarca,Bor,field
2024,P164,primary,KARPUZ,49.0,31515.82,220500.0,Kaynarca,Bor,vegetable
2024,P164,secondary,YONCA (YEŞİLOT),21.0,23409.33,136500.0,Kaynarca,Bor,vegetable
2024,P165,primary,KAVUN,175.0,115076.5,822500.0,Kaynarca,Bor,vegetable
2024,P165,secondary,YONCA (YEŞİLOT),75.0,83604.75,487500.0,Kaynarca,Bor,vegetable
2024,P166,primary,LAHANA (BEYAZ),3605.0,1494236.45,17926756.54,Kaynarca,Bor,vegetable
2024,P166,secondary,YONCA (YEŞİLOT),1545.0,1722257.85,10042500.0,Kaynarca,Bor,vegetable
2024,P167,primary,SALÇALIK BİBER,7.0,4886.63,64091.307,Kaynarca,Bor,vegetable
2024,P167,secondary,YONCA (YEŞİLOT),3.0,3344.19,19500.0,Kaynarca,Bor,vegetable
2024,P168,primary,SALÇALIK DOMATES,1503.6,1185257.808,24045148.6884,Kaynarca,Bor,vegetable
2024,P168,secondary,YONCA (YEŞİLOT),644.4,718332.012,4188600.0,Kaynarca,Bor,vegetable
2024,P169,primary,SOFRALIK DOMATES,42.0,33107.76,364547.316,Kaynarca,Bor,vegetable
2024,P169,secondary,YONCA (YEŞİLOT),18.0,20065.14,117000.0,Kaynarca,Bor,vegetable
2024,P170,primary,SİVRİ BİBER,1.4,977.326,9800.0,Kaynarca,Bor,vegetable
2024,P170,secondary,YONCA (YEŞİLOT),0.6,668.838,3900.0,Kaynarca,Bor,vegetable
2024,P171,primary,ARMUT,11.0,9327.89,110000.0,Kaynarca,Bor,orchard
2024,P172,primary,BADEM,2.0,1316.42,18000.0,Kaynarca,Bor,orchard
2024,P173,primary,BAĞ,350.0,224882.0,2800000.0,Kaynarca,Bor,orchard
2024,P174,primary,CEVİZ,79.0,64227.79,790000.0,Kaynarca,Bor,orchard
2024,P175,primary,ELMA,130.0,105691.3,1430000.0,Kaynarca,Bor,orchard
2024,P176,primary,KAYSI,40.0,32022.0,380000.0,Kaynarca,Bor,orchard
2024,P177,primary,KİRAZ,3.0,2431.65,34500.0,Kaynarca,Bor,orchard
2024,P178,primary,NEKTAR,6.0,5087.94,60000.0,Kaynarca,Bor,orchard
2024,P179,primary,ŞEFTALİ,32.0,27135.68,313600.0,Kaynarca,Bor,orchard
